rank,canonical_name,total_mentions,risk_level,sub_weight,health_concern,function_tag,concern_tag_list,n_concern_tags,products_containing,top_primary_categories,color_group,risk_level_label,function_tag_label,concern_labels
293,trideceth-6,127,Low,1.0,Cleansing/emulsifying agent; safe,surfactant,,0,124,Hair (107); Skincare (14); Bath & Body (3),Green,Low Risk,Cleanser / Foaming Agent,
261,ci 77289 (chromium hydroxide green),147,Low,1.0,Approved colorant; safe,colorant,,0,123,Makeup (105); Mini Size (11); Skincare (6),Green,Low Risk,Color / Pigment,
294,methyl trimethicone,126,Low,1.0,Lightweight silicone; safe,silicone,,0,123,Makeup (64); Skincare (48); Mini Size (7),Green,Low Risk,Silicone,
296,acetyl hexapeptide-8,126,Low,1.0,Anti-wrinkle peptide; safe,peptide,,0,123,Skincare (103); Makeup (12); Men (3),Green,Low Risk,Peptide (Anti-aging),
291,sodium gluconate,128,Low,1.0,Preservative booster (binds metals); safe,preservative,,0,122,Skincare (69); Hair (25); Makeup (15),Green,Low Risk,Preservative,
295,phenylalanine,126,Low,1.0,Naturally occurring amino acid; safe,amino_acid,,0,121,Hair (59); Skincare (47); Makeup (8),Green,Low Risk,Amino Acid,
303,ceteareth-20,123,Low,1.0,PEG-based emulsifier; safe at cosmetic levels,emulsifier,,0,121,Skincare (64); Hair (39); Bath & Body (10),Green,Low Risk,Texture Blender,
292,hydrogenated castor oil,127,Low,1.0,Castor-based wax; safe,wax,,0,120,Makeup (84); Skincare (20); Bath & Body (8),Green,Low Risk,Wax / Structure,
297,sclerotium gum,126,Low,1.0,Natural thickener from fungi; safe,thickener,,0,120,Skincare (99); Hair (9); Bath & Body (8),Green,Low Risk,Thickener,
313,phytosphingosine,119,Low,1.0,Skin lipid; supports barrier function; safe,skin_barrier,,0,119,Skincare (100); Makeup (8); Bath & Body (4),Green,Low Risk,Skin Barrier Support,
314,cellulose gum,119,Low,1.0,Plant-derived thickener; safe,thickener,,0,118,Skincare (89); Makeup (18); Hair (7),Green,Low Risk,Thickener,
316,isostearic acid,119,Low,1.0,Fatty acid emollient; safe,emollient,,0,118,Makeup (60); Skincare (49); Mini Size (7),Green,Low Risk,Skin Softener,
289,melia azadirachta flower extract,131,Low,1.0,Neem flower extract; skin conditioner; safe,conditioner,,0,117,Skincare (81); Hair (15); Makeup (9),Green,Low Risk,Hair Conditioner,
305,citrus aurantium dulcis (orange) fruit extract,122,Low,1.0,Orange fruit pulp extract; mild antioxidant; safe,antioxidant,,0,117,Skincare (79); Bath & Body (15); Hair (13),Green,Low Risk,Antioxidant,
308,ozokerite,121,Low,1.0,Mineral wax; structurant; safe,wax,,0,117,Makeup (103); Skincare (7); Mini Size (5),Green,Low Risk,Wax / Structure,
310,zingiber officinale (ginger) root extract,120,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,117,Skincare (69); Hair (28); Makeup (11),Green,Low Risk,Skin Softener,
317,prunus armeniaca (apricot) kernel oil,119,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,117,Skincare (43); Hair (28); Makeup (22),Green,Low Risk,Skin Softener,
315,aspartic acid,119,Low,1.0,Amino acid; safe building block,amino_acid,,0,116,Hair (62); Skincare (37); Makeup (10),Green,Low Risk,Amino Acid,
325,coconut acid,116,Low,1.0,Fatty acid mix from coconut; safe,fatty_acid,,0,116,Hair (69); Skincare (24); Bath & Body (10),Green,Low Risk,Fatty Acid,
321,c11-15 pareth-7,118,Low,1.0,Surfactant/emulsifier; safe at cosmetic levels,surfactant,,0,114,Hair (96); Makeup (12); Mini Size (4),Green,Low Risk,Cleanser / Foaming Agent,
302,corallina officinalis extract,123,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,113,Skincare (77); Hair (15); Makeup (11),Green,Low Risk,Skin Softener,
333,cocamidopropyl hydroxysultaine,113,Low,1.0,Surfactant; safe,surfactant,,0,113,Hair (60); Skincare (44); Men (5),Green,Low Risk,Cleanser / Foaming Agent,
331,algin,113,Low,1.0,Sugar-derived humectant; safe,humectant,,0,112,Skincare (66); Hair (29); Makeup (9),Green,Low Risk,Moisture Attractor,
306,theobroma cacao (cocoa) seed butter,122,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,111,Skincare (28); Hair (28); Bath & Body (26),Green,Low Risk,Skin Softener,
332,valine,113,Low,1.0,Amino acid; safe building block,amino_acid,,0,111,Hair (58); Skincare (38); Makeup (8),Green,Low Risk,Amino Acid,
326,methylpropanediol,116,Low,1.0,Sugar-derived humectant; safe,humectant,,0,110,Skincare (56); Makeup (37); Hair (8),Green,Low Risk,Moisture Attractor,
329,hydrolyzed soy protein,114,Low,1.0,Soy-derived film-former; safe at topical use,film_former,,0,110,Hair (58); Skincare (34); Makeup (10),Green,Low Risk,Film Former,
330,caramel,114,Low,1.0,Sugar-derived natural colorant; safe,colorant,,0,110,Skincare (61); Hair (32); Bath & Body (9),Green,Low Risk,Color / Pigment,
336,pca,112,Low,1.0,Natural moisturizing factor; safe,moisturizer,,0,110,Hair (54); Skincare (43); Makeup (7),Green,Low Risk,Moisturizer,
342,lauryl glucoside,110,Low,1.0,Plant-derived mild surfactant; safe,surfactant,,0,110,Skincare (49); Hair (47); Bath & Body (6),Green,Low Risk,Cleanser / Foaming Agent,
246,cetearyl ethylhexanoate,162,Low,1.0,Lightweight moisturizer; safe,moisturizer,,0,109,Makeup (79); Skincare (23); Mini Size (4),Green,Low Risk,Moisturizer,
301,magnesium aluminum silicate,124,Low,1.0,Clay-based absorbent/thickener; safe at cosmetic levels,thickener,,0,109,Makeup (45); Skincare (43); Mini Size (9),Green,Low Risk,Thickener,
311,sclerocarya birrea seed oil,120,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,109,Skincare (45); Hair (36); Bath & Body (16),Green,Low Risk,Skin Softener,
334,cetyl ethylhexanoate,113,Low,1.0,Emollient ester; safe,emollient,,0,109,Skincare (74); Makeup (18); Bath & Body (8),Green,Low Risk,Skin Softener,
340,laureth-7,111,Low,1.0,Surfactant/emulsifier; safe at cosmetic levels,surfactant,,0,109,Makeup (44); Skincare (32); Hair (15),Green,Low Risk,Cleanser / Foaming Agent,
337,pullulan,111,Low,1.0,Sugar-derived humectant; safe,humectant,,0,108,Skincare (70); Makeup (20); Hair (11),Green,Low Risk,Moisture Attractor,
344,isoleucine,110,Low,1.0,Amino acid; safe building block,amino_acid,,0,108,Hair (56); Skincare (37); Makeup (8),Green,Low Risk,Amino Acid,
283,ethylene/propylene/styrene copolymer,136,Low,1.0,Synthetic polymer; safe,polymer,,0,107,Makeup (76); Skincare (23); Hair (3),Green,Low Risk,Synthetic Polymer,
328,sorbitan stearate,114,Low,1.0,Emulsifier; safe,emulsifier,,0,107,Skincare (61); Makeup (24); Bath & Body (15),Green,Low Risk,Texture Blender,
346,histidine,109,Low,1.0,Amino acid; safe building block,amino_acid,,0,107,Hair (57); Skincare (35); Makeup (8),Green,Low Risk,Amino Acid,
304,aluminum starch octenylsuccinate,123,Low,1.0,Starch-based absorbent; safe,absorbent,,0,106,Makeup (50); Hair (32); Mini Size (9),Green,Low Risk,Oil Absorber,
338,isopropyl palmitate,111,Low,1.0,Fatty ester emollient; safe,emollient,,0,106,Hair (28); Makeup (26); Skincare (22),Green,Low Risk,Skin Softener,
353,ppg-26-buteth-26,106,Low,1.0,PPG-based solubilizer/emulsifier; safe at cosmetic levels,emulsifier,,0,106,Hair (35); Skincare (31); Makeup (21),Green,Low Risk,Texture Blender,
354,sodium lauroyl methyl isethionate,106,Low,1.0,Mild anionic surfactant; safe,surfactant,,0,106,Hair (76); Skincare (16); Bath & Body (8),Green,Low Risk,Cleanser / Foaming Agent,
285,butylene/ethylene/styrene copolymer,135,Low,1.0,Synthetic polymer; safe,polymer,,0,105,Makeup (74); Skincare (24); Hair (3),Green,Low Risk,Synthetic Polymer,
339,stearamidopropyl dimethylamine,111,Low,1.0,Hair-conditioning agents; safe at cosmetic levels,conditioner,,0,105,Hair (96); Skincare (5); Mini Size (4),Green,Low Risk,Hair Conditioner,
335,dextrin,112,Low,1.0,Sugar-derived humectant; safe,humectant,,0,104,Skincare (84); Makeup (8); Hair (5),Green,Low Risk,Moisture Attractor,
348,mangifera indica (mango) seed butter,107,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,103,Skincare (37); Makeup (30); Bath & Body (17),Green,Low Risk,Skin Softener,
351,steareth-20,106,Low,1.0,PEG-based nonionic emulsifier; safe at cosmetic levels,emulsifier,,0,103,Skincare (55); Makeup (31); Hair (10),Green,Low Risk,Texture Blender,
352,myristic acid,106,Low,1.0,Fatty acid; emollient/foaming agent; safe,surfactant,,0,103,Skincare (63); Makeup (27); Mini Size (4),Green,Low Risk,Cleanser / Foaming Agent,
361,panax ginseng root extract,104,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,103,Skincare (47); Hair (28); Makeup (18),Green,Low Risk,Skin Softener,
309,trihydroxystearin,120,Low,1.0,Thickener/gelling agent; skin-conditioning; safe,thickener,,0,102,Makeup (72); Skincare (20); Mini Size (5),Green,Low Risk,Thickener,
324,copernicia cerifera (carnauba) wax,116,Low,1.0,Plant-derived wax; structuring; safe,wax,,0,102,Makeup (80); Skincare (13); Mini Size (5),Green,Low Risk,Wax / Structure,
307,hydrogenated olive oil unsaponifiables,122,Low,1.0,Olive-derived emollient; safe,emollient,,0,101,Hair (49); Skincare (28); Makeup (13),Green,Low Risk,Skin Softener,
364,peg-8,103,Low,1.0,Humectant/solvent; safe at cosmetic levels,humectant,,0,101,Skincare (72); Makeup (13); Men (6),Green,Low Risk,Moisture Attractor,
366,polyglycerin-3,102,Low,1.0,Plant-derived humectant; safe,humectant,,0,100,Skincare (51); Makeup (23); Hair (22),Green,Low Risk,Moisture Attractor,
360,acetic acid,104,Low,1.0,pH adjuster; safe,ph_adjuster,,0,99,Hair (82); Skincare (8); Fragrance (7),Green,Low Risk,pH Balancer,
367,acetyl glucosamine,102,Low,1.0,Sugar derivatives; skin-conditioning; safe,conditioner,,0,99,Skincare (82); Makeup (8); Hair (3),Green,Low Risk,Hair Conditioner,
208,magnesium myristate,190,Low,1.0,Prevents clumping in powders; safe,absorbent,,0,98,Makeup (88); Mini Size (8); Skincare (2),Green,Low Risk,Oil Absorber,
356,ocimum sanctum leaf extract,105,Low,1.0,Holy basil extract; antioxidant; safe,antioxidant,,0,98,Skincare (73); Hair (7); Makeup (7),Green,Low Risk,Antioxidant,
368,myristyl myristate,101,Low,1.0,Wax ester emollient; safe,emollient,,0,97,Skincare (65); Hair (12); Bath & Body (10),Green,Low Risk,Skin Softener,
372,dimethyl isosorbide,100,Low,1.0,Penetration enhancer/solvent; safe at typical use levels,solvent,,0,97,Skincare (84); Hair (6); Makeup (4),Green,Low Risk,Solvent,
299,laureth-4,125,Low,1.0,Emulsifying agent; safe,emulsifier,,0,96,Hair (40); Makeup (30); Skincare (19),Green,Low Risk,Texture Blender,
341,hydrolyzed collagen,111,Low,1.0,Protein-derived film-former; safe,film_former,,0,96,Skincare (67); Makeup (35); Mini Size (2),Green,Low Risk,Film Former,
374,centella asiatica extract,99,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,96,Skincare (62); Hair (14); Makeup (10),Green,Low Risk,Skin Softener,
323,hydrogenated ethylhexyl olivate,116,Low,1.0,Olive-derived emollient ester; safe,emollient,,0,95,Hair (50); Skincare (29); Makeup (6),Green,Low Risk,Skin Softener,
362,chondrus crispus extract,103,Low,1.0,Thickener; controls product consistency; safe,thickener,,0,95,Skincare (54); Hair (26); Makeup (11),Green,Low Risk,Thickener,
365,butyloctyl salicylate,103,Low,1.0,UV booster/solvent; safe,solvent,,0,94,Skincare (65); Makeup (22); Bath & Body (5),Green,Low Risk,Solvent,
375,dicaprylyl ether,98,Low,1.0,Emollient ester; safe,emollient,,0,94,Skincare (56); Makeup (17); Hair (14),Green,Low Risk,Skin Softener,
320,coconut alkanes,118,Low,1.0,Plant-derived emollient; silicone alternative; safe,emollient,,0,93,Skincare (47); Hair (23); Makeup (16),Green,Low Risk,Skin Softener,
381,anhydroxylitol,94,Low,1.0,Sugar-derived humectant; safe,humectant,,0,92,Skincare (56); Hair (26); Bath & Body (5),Green,Low Risk,Moisture Attractor,
379,glyceryl stearate citrate,95,Low,1.0,Plant-based emulsifier; safe,emulsifier,,0,91,Skincare (66); Bath & Body (16); Makeup (7),Green,Low Risk,Texture Blender,
383,xylitylglucoside,93,Low,1.0,Sugar-derived humectant; safe,humectant,,0,91,Skincare (53); Hair (28); Bath & Body (5),Green,Low Risk,Moisture Attractor,
363,vp/hexadecene copolymer,103,Low,1.0,Synthetic film-former; safe,film_former,,0,89,Makeup (79); Mini Size (6); Skincare (3),Green,Low Risk,Film Former,
371,hydrolyzed quinoa,100,Low,1.0,Plant protein film-former; safe,film_former,,0,89,Hair (83); Makeup (3); Skincare (2),Green,Low Risk,Film Former,
373,astrocaryum murumuru seed butter,100,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,89,Hair (37); Skincare (25); Makeup (18),Green,Low Risk,Skin Softener,
390,sodium isethionate,90,Low,1.0,Mild surfactant; safe,surfactant,,0,89,Hair (60); Skincare (19); Bath & Body (6),Green,Low Risk,Cleanser / Foaming Agent,
391,coco-betaine,90,Low,1.0,Plant-derived amphoteric surfactant (a cleansing agent); mild; safe,surfactant,,0,89,Hair (53); Skincare (24); Bath & Body (5),Green,Low Risk,Cleanser / Foaming Agent,
394,c13-15 alkane,89,Low,1.0,Plant-derived emollient; silicone alternative; safe,emollient,,0,89,Hair (30); Skincare (28); Makeup (21),Green,Low Risk,Skin Softener,
397,ppg-5-ceteth-20,89,Low,1.0,Emulsifier/solubilizer; safe at cosmetic levels,emulsifier,,0,89,Hair (51); Skincare (21); Bath & Body (12),Green,Low Risk,Texture Blender,
264,oryza sativa (rice) extract,145,Low,1.0,Rice extract; skin brightening; safe,plant_extract,,0,88,Hair (47); Makeup (20); Skincare (12),Green,Low Risk,Plant Extract / Oil,
370,petrolatum,101,Low,1.0,Cosmetic-grade refined petrolatum; safe occlusive moisturizer,moisturizer,,0,88,Skincare (44); Makeup (19); Hair (7),Green,Low Risk,Moisturizer,
384,yeast extract/faex/extrait de levure,93,Low,1.0,Yeast extract; conditioning; safe,conditioner,,0,87,Skincare (48); Makeup (18); Hair (12),Green,Low Risk,Hair Conditioner,
388,hydrolyzed wheat protein,90,Low,1.0,Wheat-derived film-former; safe at cosmetic levels,film_former,,0,87,Hair (63); Skincare (16); Mini Size (3),Green,Low Risk,Film Former,
350,c10-18 triglycerides,107,Low,1.0,Fatty emollient; safe,emollient,,0,86,Makeup (39); Skincare (37); Bath & Body (5),Green,Low Risk,Skin Softener,
369,euphorbia cerifera (candelilla) wax,101,Low,1.0,Plant-derived wax; structuring; safe,wax,,0,86,Makeup (69); Skincare (10); Mini Size (3),Green,Low Risk,Wax / Structure,
387,laminaria saccharina extract,91,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,86,Skincare (53); Makeup (20); Hair (9),Green,Low Risk,Skin Softener,
389,capryloyl glycerin/sebacic acid copolymer,90,Low,1.0,Glycerin-based preservative bosses; safe,preservative,,0,86,Skincare (49); Hair (25); Makeup (6),Green,Low Risk,Preservative,
232,magnesium stearate,172,Low,1.0,Anti-caking; safe,absorbent,,0,85,Makeup (56); Skincare (16); Hair (7),Green,Low Risk,Oil Absorber,
382,avena sativa (oat) kernel extract,93,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,85,Skincare (69); Bath & Body (8); Hair (4),Green,Low Risk,Skin Softener,
385,polyglyceryl-3 diisostearate,92,Low,1.0,Plant-based emulsifier; safe,emulsifier,,0,85,Makeup (59); Skincare (24); Hair (1),Green,Low Risk,Texture Blender,
378,stearalkonium hectorite,95,Low,1.0,Modified clay gellant; safe at cosmetic levels,thickener,,0,84,Makeup (59); Skincare (16); Hair (5),Green,Low Risk,Thickener,
386,red 30 lake (ci 73360),91,Low,1.0,Approved colorant; safe,colorant,,0,83,Makeup (77); Mini Size (4); Skincare (2),Green,Low Risk,Color / Pigment,
357,tridecyl trimellitate,105,Low,1.0,Fatty ester emollient; safe,emollient,,0,82,Makeup (55); Skincare (20); Hair (2),Green,Low Risk,Skin Softener,
393,diheptyl succinate,89,Low,1.0,Plant-based moisturizer; safe,moisturizer,,0,82,Skincare (45); Hair (31); Mini Size (3),Green,Low Risk,Moisturizer,
395,coccinia indica fruit extract,89,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,81,Skincare (57); Hair (9); Makeup (8),Green,Low Risk,Skin Softener,
377,microcrystalline wax/cera microcristallina/cire microcristalline,96,Low,1.0,Petroleum-derived wax; structurant; safe,wax,,0,79,Makeup (61); Skincare (12); Hair (3),Green,Low Risk,Wax / Structure,
399,cetyl palmitate,88,Low,1.0,Wax ester emollient; safe,emollient,,0,79,Skincare (50); Hair (12); Makeup (8),Green,Low Risk,Skin Softener,
400,salix alba (willow) bark extract,88,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,77,Skincare (69); Bath & Body (6); Makeup (1),Green,Low Risk,Skin Softener,
312,ci 16035 (red 40),120,Low,1.0,Approved colorant; safe,colorant,,0,73,Makeup (46); Skincare (25); Mini Size (7),Green,Low Risk,Color / Pigment,
253,isopentyldiol,153,Low,1.0,Moisturizer/solvent; safe,moisturizer,,0,70,Makeup (25); Skincare (25); Hair (11),Green,Low Risk,Moisturizer,
392,cera alba (beeswax),90,Low,1.0,Natural beeswax; emollient/structurant; safe,emollient,,0,70,Makeup (53); Skincare (13); Mini Size (4),Green,Low Risk,Skin Softener,
398,aluminum powder (ci 77000),89,Low,1.0,Approved colorant; safe,colorant,,0,67,Makeup (59); Mini Size (6); Men (1),Green,Low Risk,Color / Pigment,
359,vanilla planifolia fruit extract,104,Low,1.0,Plant-derived emollient/extract; safe at cosmetic levels,emollient,,0,61,Skincare (36); Makeup (13); Bath & Body (8),Green,Low Risk,Skin Softener,
376,disodium stearoyl glutamate,96,Low,1.0,Amino-acid surfactant; mild safe,surfactant,,0,58,Makeup (46); Skincare (6); Mini Size (4),Green,Low Risk,Cleanser / Foaming Agent,
276,ethylene/acrylic acid copolymer,139,Low,1.0,Synthetic polymer; safe,polymer,,0,55,Makeup (33); Skincare (18); Mini Size (4),Green,Low Risk,Synthetic Polymer,
322,decylene glycol,118,Low,1.0,Skin-conditioning;  safe,conditioner,,0,18,Makeup (9); Skincare (3); Hair (2),Green,Low Risk,Hair Conditioner,
